2016-09-30,17:00,0015133301,2016,GS,101,24.2027
2016-09-30,17:00,0018800709,2016,GS,101,10.2879
2016-09-30,17:00,0037095051,2016,GS,101,21.9572
2016-09-30,17:00,0037163045,2016,GS,101,41.3352
2016-09-30,17:00,0041076064,2015,GS,101,333.533
2016-09-30,17:00,0041076064,2016,GS,101,275.789
2016-09-30,17:00,0047201106,2015,HT,151,380.463
2016-09-30,17:00,0047201106,2016,HT,151,372.804
2016-09-30,17:00,0052091022,2016,GS,101,35.4192
2016-09-30,17:00,0052633020,2016,GS,101,11.9012
2016-09-30,17:00,0054500306,2016,GS,101,0.939907
2016-09-30,17:00,0066200900,2016,GS,101,23.343
2016-09-30,17:00,0075500203,2016,GS,101,11.1232
2016-09-30,17:00,0076700307,2016,GS,101,107.933
2016-09-30,17:00,0099300205,2016,GS,101,138.885
2016-09-30,17:00,0101008191,2016,GS,101,40.1481
2016-09-30,17:00,0101102101,2016,GS,101,106.85
2016-09-30,17:00,0101600607,2016,GS,101,16.3434
2016-09-30,17:00,0103096144,2016,GS,101,213.744
2016-09-30,17:00,0104108063,2016,GS,101,8.35512
2016-09-30,17:00,0123112158,2016,GS,101,6.82528
2016-09-30,17:00,0125164007,2016,GS,101,45.0234
2016-09-30,17:00,0133800305,2016,GS,101,104.667
2016-09-30,17:00,0134600403,2016,GS,101,8.14278
2016-09-30,17:00,0135043168,2016,GS,101,48.4487
2016-09-30,17:00,0135701300,2016,GS,101,2.36596
2016-09-30,17:00,0135900201,2016,GS,101,0.762399
2016-09-30,17:00,0142551013,2016,GS,101,9.95844
2016-09-30,17:00,0153156079,2016,GS,101,15.7066
2016-09-30,17:00,0153922000,2016,GS,101,4.35152
2016-09-30,17:00,0157600707,2016,GS,101,27.1952
2016-09-30,17:00,0166800403,2016,PD,157,136.04
2016-09-30,17:00,0180800208,2015,GS,101,50.167
2016-09-30,17:00,0180800208,2016,GS,101,43.98
2016-09-30,17:00,0183058282,2016,GS,101,32.702
2016-09-30,17:00,0185028200,2016,GS,101,69.9627
2016-09-30,17:00,0192001576,2016,GS,101,38.9494
2016-09-30,17:00,0192072138,2015,HT,151,473.564
2016-09-30,17:00,0192072138,2016,HT,151,667.478
2016-09-30,17:00,0192363018,2015,GS,101,29.5064
2016-09-30,17:00,0192363018,2016,GS,101,27.4243
2016-09-30,17:00,0195520015,2015,HT,151,362.732
2016-09-30,17:00,0202416019,2015,GS,101,9.26466
2016-09-30,17:00,0202416019,2016,GS,101,9.3374
2016-09-30,17:00,0203035107,2016,GS,101,3.06067
2016-09-30,17:00,0211500204,2015,GS,101,23.8502
2016-09-30,17:00,0211500204,2016,GS,101,27.8483
2016-09-30,17:00,0222672013,2016,GS,101,27.5949
2016-09-30,17:00,0241157059,2016,GS,101,16.5425
2016-09-30,17:00,0242120001,2016,GS,101,87.0821
2016-09-30,17:00,0250553041,2016,GS,101,270.945
2016-09-30,17:00,0252700304,2016,GS,101,3.12738
2016-09-30,17:00,0256800803,2015,HT,151,50.0503
2016-09-30,17:00,0256800803,2016,HT,151,53.0319
2016-09-30,17:00,0267002077,2016,GS,101,11.4359
2016-09-30,17:00,0267134083,2016,GS,101,16.5745
2016-09-30,17:00,0267900603,2016,GS,101,21.2905
2016-09-30,17:00,0273055217,2016,GS,101,31.5082
2016-09-30,17:00,0279972011,2016,GS,101,7.10404
2016-09-30,17:00,0289901606,2016,GS,101,18.9929
2016-09-30,17:00,0290177089,2016,GS,101,45.4589
2016-09-30,17:00,0294602029,2016,GS,101,17.8699
2016-09-30,17:00,0304143057,2016,GS,101,124.108
2016-09-30,17:00,0306900707,2016,GS,101,8.44336
2016-09-30,17:00,0308666015,2016,GS,101,12.4628
2016-09-30,17:00,0310871008,2016,GS,101,2.1441
2016-09-30,17:00,0311400105,2016,GS,101,0.545763
2016-09-30,17:00,0315118088,2016,GS,101,3.63693
2016-09-30,17:00,0319500900,2016,GS,101,20.4829
2016-09-30,17:00,0323096144,2015,GS,101,11.2777
2016-09-30,17:00,0323096144,2016,GS,101,13.3788
2016-09-30,17:00,0323616002,2016,GS,101,67.6001
2016-09-30,17:00,0324156112,2016,GS,101,37.7548
2016-09-30,17:00,0331162068,2015,HT,151,143.951
2016-09-30,17:00,0331162068,2016,HT,151,267.92
2016-09-30,17:00,0336140017,2016,GS,101,0.942998
2016-09-30,17:00,0338900309,2016,GS,101,40.8401
2016-09-30,17:00,0342480022,2015,GS,101,3.00874
2016-09-30,17:00,0342480022,2016,GS,101,2.08953
2016-09-30,17:00,0344000903,2015,GS,101,22.0808
2016-09-30,17:00,0344000903,2016,GS,101,17.5109
2016-09-30,17:00,0346701303,2016,GS,101,61.5307
2016-09-30,17:00,0347600802,2016,GS,101,2.11374
2016-09-30,17:00,0350491039,2015,HT,151,970.482
2016-09-30,17:00,0356100504,2016,GS,101,3.34581
2016-09-30,17:00,0359427035,2016,GS,101,7.64907
2016-09-30,17:00,0359701805,2016,GS,101,41.5895
2016-09-30,17:00,0360119080,2016,GS,101,73.0658
2016-09-30,17:00,0360401307,2016,GS,101,53.0753
2016-09-30,17:00,0361400100,2015,GS,101,64.3778
2016-09-30,17:00,0363100172,2016,GS,101,148.752
2016-09-30,17:00,0363124163,2016,GS,101,21.6935
2016-09-30,17:00,0369050073,2015,GS,101,1.28499
2016-09-30,17:00,0369050073,2016,GS,101,1.75673
2016-09-30,17:00,0373389023,2016,GS,101,8.11007
2016-09-30,17:00,0381081072,2016,GS,101,0.350881
2016-09-30,17:00,0381144181,2016,GS,101,17.6073
2016-09-30,17:00,0388501101,2016,GS,101,11.8086
2016-09-30,17:00,0403900702,2015,GS,101,8.49606
2016-09-30,17:00,0403900702,2016,GS,101,11.1309
2016-09-30,17:00,0406800804,2016,GS,101,35.7263
2016-09-30,17:00,0417295008,2016,GS,101,16.8585
